date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-05-10,BKK,departure,00:05,CDG Paris,TG930,TG,12h 45m,00:05 | Thai Airways | CDG Paris | TG930 | 12h 45m | DETAILS,2026-02-02T08:36:05.944138
2026-05-10,BKK,arrival,01:50,CGO Zhengzhou,CZ3079,CZ,4h 25m,01:50 | China Southern | CGO Zhengzhou | CZ3079 | 4h 25m | DETAILS,2026-02-02T08:37:41.661707
2026-05-10,BKK,arrival,01:50,WUH Wuhan,CZ3029,CZ,3h 50m,01:50 | China Southern | WUH Wuhan | CZ3029 | 3h 50m | DETAILS,2026-02-02T08:37:41.803050
2026-05-10,BKK,arrival,01:50,HKG Hong Kong,HX759,HX,3h 5m,01:50 | Hong Kong Airlines | HKG Hong Kong | HX759 | 3h 5m | DETAILS,2026-02-02T08:37:41.951934
2026-05-10,BKK,arrival,01:55,PVG Shanghai,FM841,FM,4h 35m,01:55 | Shanghai Airlines | PVG Shanghai | FM841 | 4h 35m | DETAILS,2026-02-02T08:37:42.108045
2026-05-10,BKK,arrival,01:55,TNA Jinan,SC8075,SC,5h 0m,01:55 | Shandong Airlines | TNA Jinan | SC8075 | 5h 0m | DETAILS,2026-02-02T08:37:42.208744
2026-05-10,BKK,arrival,02:05,CAN Guangzhou,MU2077,MU,3h 0m,02:05 | China Eastern | CAN Guangzhou | MU2077 | 3h 0m | DETAILS,2026-02-02T08:37:42.308774
2026-05-10,BKK,arrival,02:15,SZX Shenzhen,ZH305,ZH,2h 55m,02:15 | Shenzhen Airlines | SZX Shenzhen | ZH305 | 2h 55m | DETAILS,2026-02-02T08:37:42.407596
2026-05-10,BKK,arrival,02:30,IKT Irkutsk,S76305,S7,6h 20m,02:30 | S7 Airlines | IKT Irkutsk | S76305 | 6h 20m | DETAILS,2026-02-02T08:37:42.506106
2026-05-10,BKK,arrival,02:30,HGH Hangzhou,VZ3537,VZ,4h 30m,02:30 | Vietjet Thailand | HGH Hangzhou | VZ3537 | 4h 30m | DETAILS,2026-02-02T08:37:42.607002
2026-05-10,BKK,arrival,02:35,MNL Manila,5J931,5J,3h 50m,02:35 | Cebu Pacific | MNL Manila | 5J931 | 3h 50m | DETAILS,2026-02-02T08:37:42.707813
2026-05-10,BKK,arrival,04:05,PVG Shanghai,FM847,FM,4h 50m,04:05 | Shanghai Airlines | PVG Shanghai | FM847 | 4h 50m | DETAILS,2026-02-02T08:37:42.807750
2026-05-10,BKK,arrival,04:20,IST Istanbul,TK58,TK,8h 50m,04:20 | Turkish Airlines | IST Istanbul | TK58 | 8h 50m | DETAILS,2026-02-02T08:37:42.911276
2026-05-10,BKK,arrival,04:45,PVG Shanghai,MU7389,MU,4h 35m,04:45 | China Eastern | PVG Shanghai | MU7389 | 4h 35m | DETAILS,2026-02-02T08:37:43.012275
2026-05-10,BKK,arrival,04:55,PNQ Pune,6E1095,6E,4h 15m,04:55 | IndiGo | PNQ Pune | 6E1095 | 4h 15m | DETAILS,2026-02-02T08:37:43.113691
2026-05-10,BKK,arrival,04:55,CCU Kolkata,VZ771,VZ,2h 35m,04:55 | Vietjet Thailand | CCU Kolkata | VZ771 | 2h 35m | DETAILS,2026-02-02T08:37:43.213334
2026-05-10,BKK,arrival,05:00,KIX Osaka,JL727,JL,6h 15m,05:00 | JAL | KIX Osaka | JL727 | 6h 15m | DETAILS,2026-02-02T08:37:43.312664
2026-05-10,BKK,arrival,05:05,HND Tokyo,JL33,JL,6h 55m,05:05 | JAL | HND Tokyo | JL33 | 6h 55m | DETAILS,2026-02-02T08:37:43.447338
2026-05-10,BKK,arrival,05:05,BOM Mumbai,TG318,TG,4h 15m,05:05 | Thai Airways | BOM Mumbai | TG318 | 4h 15m | DETAILS,2026-02-02T08:37:43.585959
2026-05-10,BKK,arrival,05:10,HND Tokyo,NH849,NH,7h 5m,05:10 | ANA | HND Tokyo | NH849 | 7h 5m | DETAILS,2026-02-02T08:37:43.736131
2026-05-10,BKK,arrival,05:10,KTM Kathmandu,TG310,TG,3h 30m,05:10 | Thai Airways | KTM Kathmandu | TG310 | 3h 30m | DETAILS,2026-02-02T08:37:43.892766
2026-05-10,BKK,arrival,05:20,IST Istanbul,TG901,TG,8h 50m,05:20 | Thai Airways | IST Istanbul | TG901 | 8h 50m | DETAILS,2026-02-02T08:37:43.993760
2026-05-10,BKK,arrival,05:25,HND Tokyo,TG661,TG,7h 5m,05:25 | Thai Airways | HND Tokyo | TG661 | 7h 5m | DETAILS,2026-02-02T08:37:44.096164
2026-05-10,BKK,arrival,05:30,DAC Dhaka,TG340,TG,2h 30m,05:30 | Thai Airways | DAC Dhaka | TG340 | 2h 30m | DETAILS,2026-02-02T08:37:44.196912
2026-05-10,BKK,arrival,05:30,PKX Beijing,VZ3719,VZ,5h 15m,05:30 | Vietjet Thailand | PKX Beijing | VZ3719 | 5h 15m | DETAILS,2026-02-02T08:37:44.296133
2026-05-10,BKK,arrival,05:40,MEL Melbourne,TG462,TG,9h 10m,05:40 | Thai Airways | MEL Melbourne | TG462 | 9h 10m | DETAILS,2026-02-02T08:37:44.396899
2026-05-10,BKK,arrival,05:45,ARN Stockholm,TG961,TG,10h 45m,05:45 | Thai Airways | ARN Stockholm | TG961 | 10h 45m | DETAILS,2026-02-02T08:37:44.497026
2026-05-10,BKK,arrival,05:50,CCU Kolkata,TG314,TG,2h 25m,05:50 | Thai Airways | CCU Kolkata | TG314 | 2h 25m | DETAILS,2026-02-02T08:37:44.598038
2026-05-10,BKK,arrival,05:55,AUH Abu Dhabi,EY408,EY,6h 5m,05:55 | Etihad | AUH Abu Dhabi | EY408 | 6h 5m | DETAILS,2026-02-02T08:37:44.697771
2026-05-10,BKK,arrival,05:55,MAA Chennai,TG338,TG,3h 25m,05:55 | Thai Airways | MAA Chennai | TG338 | 3h 25m | DETAILS,2026-02-02T08:37:44.799209
2026-05-10,BKK,arrival,05:55,MXP Milan,TG941,TG,10h 50m,05:55 | Thai Airways | MXP Milan | TG941 | 10h 50m | DETAILS,2026-02-02T08:37:44.896352
2026-05-10,BKK,arrival,06:00,CDG Paris,TG931,TG,11h 30m,06:00 | Thai Airways | CDG Paris | TG931 | 11h 30m | DETAILS,2026-02-02T08:37:44.999014
2026-05-10,BKK,arrival,06:05,HEL Helsinki,AY141,AY,11h 15m,06:05 | Finnair | HEL Helsinki | AY141 | 11h 15m | DETAILS,2026-02-02T08:37:45.102383
2026-05-10,BKK,arrival,06:05,DEL Delhi,TG316,TG,4h 15m,06:05 | Thai Airways | DEL Delhi | TG316 | 4h 15m | DETAILS,2026-02-02T08:37:45.238420
2026-05-10,BKK,arrival,06:10,BRU Brussels,TG935,TG,11h 0m,06:10 | Thai Airways | BRU Brussels | TG935 | 11h 0m | DETAILS,2026-02-02T08:37:45.380638
2026-05-10,BKK,arrival,06:10,CMB Colombo,TG308,TG,3h 40m,06:10 | Thai Airways | CMB Colombo | TG308 | 3h 40m | DETAILS,2026-02-02T08:37:45.523819
2026-05-10,BKK,arrival,06:10,KHI Karachi,TG342,TG,4h 35m,06:10 | Thai Airways | KHI Karachi | TG342 | 4h 35m | DETAILS,2026-02-02T08:37:45.666809
2026-05-10,BKK,arrival,06:10,LHE Lahore,TG346,TG,4h 25m,06:10 | Thai Airways | LHE Lahore | TG346 | 4h 25m | DETAILS,2026-02-02T08:37:45.767474
2026-05-10,BKK,arrival,06:10,MUC Munich,TG925,TG,10h 35m,06:10 | Thai Airways | MUC Munich | TG925 | 10h 35m | DETAILS,2026-02-02T08:37:45.871558
2026-05-10,BKK,arrival,06:10,ZRH Zurich,TG971,TG,10h 55m,06:10 | Thai Airways | ZRH Zurich | TG971 | 10h 55m | DETAILS,2026-02-02T08:37:45.970431
2026-05-10,BKK,arrival,06:15,DOH Doha,QR830,QR,6h 35m,06:15 | Qatar Airways | DOH Doha | QR830 | 6h 35m | DETAILS,2026-02-02T08:37:46.070892
2026-05-10,BKK,arrival,06:15,LHR London,TG911,TG,11h 25m,06:15 | Thai Airways | LHR London | TG911 | 11h 25m | DETAILS,2026-02-02T08:37:46.171147
2026-05-10,BKK,arrival,06:20,CPH Copenhagen,TG951,TG,10h 30m,06:20 | Thai Airways | CPH Copenhagen | TG951 | 10h 30m | DETAILS,2026-02-02T08:37:46.272115
2026-05-10,BKK,arrival,06:20,OSL Oslo,TG955,TG,11h 0m,06:20 | Thai Airways | OSL Oslo | TG955 | 11h 0m | DETAILS,2026-02-02T08:37:46.371966
2026-05-10,BKK,arrival,06:20,CMB Colombo,UL402,UL,3h 35m,06:20 | SriLankan Airlines | CMB Colombo | UL402 | 3h 35m | DETAILS,2026-02-02T08:37:46.476450
2026-05-10,BKK,arrival,06:25,BLR Bengaluru,TG326,TG,3h 45m,06:25 | Thai Airways | BLR Bengaluru | TG326 | 3h 45m | DETAILS,2026-02-02T08:37:46.576453
2026-05-10,BKK,arrival,06:25,FRA Frankfurt,TG921,TG,10h 40m,06:25 | Thai Airways | FRA Frankfurt | TG921 | 10h 40m | DETAILS,2026-02-02T08:37:46.676778
2026-05-10,BKK,arrival,06:30,HND Tokyo,NH877,NH,7h 5m,06:30 | ANA | HND Tokyo | NH877 | 7h 5m | DETAILS,2026-02-02T08:37:46.778045
2026-05-10,BKK,arrival,06:30,HYD Hyderabad,TG330,TG,3h 30m,06:30 | Thai Airways | HYD Hyderabad | TG330 | 3h 30m | DETAILS,2026-02-02T08:37:46.879468
2026-05-10,BKK,arrival,06:30,PVG Shanghai,VZ3525,VZ,5h 0m,06:30 | Vietjet Thailand | PVG Shanghai | VZ3525 | 5h 0m | DETAILS,2026-02-02T08:37:47.009878
2026-05-10,BKK,arrival,06:40,DOH Doha,QR838,QR,6h 35m,06:40 | Qatar Airways | DOH Doha | QR838 | 6h 35m | DETAILS,2026-02-02T08:37:47.152188
2026-05-10,BKK,arrival,06:40,BOM Mumbai,VZ761,VZ,4h 15m,06:40 | Vietjet Thailand | BOM Mumbai | VZ761 | 4h 15m | DETAILS,2026-02-02T08:37:47.300530
2026-05-10,BKK,arrival,06:45,MCT Muscat,WY817,WY,5h 40m,06:45 | Oman Air | MCT Muscat | WY817 | 5h 40m | DETAILS,2026-02-02T08:37:47.452101
2026-05-10,BKK,arrival,06:50,AMD Ahmedabad,TG344,TG,4h 15m,06:50 | Thai Airways | AMD Ahmedabad | TG344 | 4h 15m | DETAILS,2026-02-02T08:37:47.555935
2026-05-10,BKK,arrival,07:10,AUH Abu Dhabi,EY402,EY,6h 15m,07:10 | Etihad | AUH Abu Dhabi | EY402 | 6h 15m | DETAILS,2026-02-02T08:37:47.657229
2026-05-10,BKK,arrival,07:10,SHJ Sharjah,G9821,G9,6h 15m,07:10 | Air Arabia | SHJ Sharjah | G9821 | 6h 15m | DETAILS,2026-02-02T08:37:47.755202
2026-05-10,BKK,arrival,07:20,CPH Copenhagen,SK975,SK,11h 0m,07:20 | SAS | CPH Copenhagen | SK975 | 11h 0m | DETAILS,2026-02-02T08:37:47.853068
2026-05-10,BKK,arrival,07:30,CDG Paris,AF196,AF,11h 20m,07:30 | Air France | CDG Paris | AF196 | 11h 20m | DETAILS,2026-02-02T08:37:47.952051
2026-05-10,BKK,arrival,07:35,DXB Dubai,EK374,EK,6h 0m,07:35 | Emirates | DXB Dubai | EK374 | 6h 0m | DETAILS,2026-02-02T08:37:48.054722
2026-05-10,BKK,arrival,07:40,NOU Noumea,SB500,SB,10h 10m,07:40 | Aircalin | NOU Noumea | SB500 | 10h 10m | DETAILS,2026-02-02T08:37:48.154707
2026-05-10,BKK,arrival,07:50,DEL Delhi,AI2336,AI,4h 20m,07:50 | Air India | DEL Delhi | AI2336 | 4h 20m | DETAILS,2026-02-02T08:37:48.254469
2026-05-10,BKK,arrival,07:55,CNX Chiang Mai,VZ2105,VZ,1h 20m,07:55 | Vietjet Thailand | CNX Chiang Mai | VZ2105 | 1h 20m | DETAILS,2026-02-02T08:37:48.353741
2026-05-10,BKK,arrival,08:10,FCO Rome,AZ758,AZ,11h 0m,08:10 | ITA Airways | FCO Rome | AZ758 | 11h 0m | DETAILS,2026-02-02T08:37:48.451647
2026-05-10,BKK,arrival,08:15,USM Koh Samui,PG102,PG,1h 15m,08:15 | Bangkok Airways | USM Koh Samui | PG102 | 1h 15m | DETAILS,2026-02-02T08:37:48.552788
2026-05-10,BKK,arrival,08:15,SIN Singapore,TR608,TR,2h 35m,08:15 | Scoot | SIN Singapore | TR608 | 2h 35m | DETAILS,2026-02-02T08:37:48.654912
2026-05-10,BKK,arrival,08:20,CAN Guangzhou,9C8893,9C,3h 5m,08:20 | Spring Airlines | CAN Guangzhou | 9C8893 | 3h 5m | DETAILS,2026-02-02T08:37:48.786679
2026-05-10,BKK,arrival,08:20,SVO Moscow,SU270,SU,8h 55m,08:20 | Aeroflot | SVO Moscow | SU270 | 8h 55m | DETAILS,2026-02-02T08:37:48.929252
2026-05-10,BKK,arrival,08:25,SIN Singapore,SQ706,SQ,2h 25m,08:25 | Singapore Airlines | SIN Singapore | SQ706 | 2h 25m | DETAILS,2026-02-02T08:37:49.079287
2026-05-10,BKK,arrival,08:25,BOM Mumbai,TG352,TG,4h 15m,08:25 | Thai Airways | BOM Mumbai | TG352 | 4h 15m | DETAILS,2026-02-02T08:37:49.228100
2026-05-10,BKK,arrival,08:35,RGN Yangon,UB19,UB,1h 25m,08:35 | Myanmar National Airlines | RGN Yangon | UB19 | 1h 25m | DETAILS,2026-02-02T08:37:49.330286
2026-05-10,BKK,arrival,08:40,IST Istanbul,TK64,TK,8h 55m,08:40 | Turkish Airlines | IST Istanbul | TK64 | 8h 55m | DETAILS,2026-02-02T08:37:49.429467
2026-05-10,BKK,arrival,08:50,USM Koh Samui,PG110,PG,1h 35m,08:50 | Bangkok Airways | USM Koh Samui | PG110 | 1h 35m | DETAILS,2026-02-02T08:37:49.529126
2026-05-10,BKK,arrival,08:50,PEN Penang,TG426,TG,1h 45m,08:50 | Thai Airways | PEN Penang | TG426 | 1h 45m | DETAILS,2026-02-02T08:37:49.631096
2026-05-10,BKK,arrival,08:55,VTE Vientiane,QV441,QV,1h 15m,08:55 | Lao Airlines | VTE Vientiane | QV441 | 1h 15m | DETAILS,2026-02-02T08:37:49.727534
2026-05-10,BKK,arrival,09:00,DEL Delhi,TG332,TG,4h 0m,09:00 | Thai Airways | DEL Delhi | TG332 | 4h 0m | DETAILS,2026-02-02T08:37:49.826455
2026-05-10,BKK,arrival,09:10,BLR Bengaluru,6E1055,6E,3h 55m,09:10 | IndiGo | BLR Bengaluru | 6E1055 | 3h 55m | DETAILS,2026-02-02T08:37:49.926233
2026-05-10,BKK,arrival,09:10,USM Koh Samui,PG104,PG,1h 15m,09:10 | Bangkok Airways | USM Koh Samui | PG104 | 1h 15m | DETAILS,2026-02-02T08:37:50.026711
2026-05-10,BKK,arrival,09:15,RGN Yangon,8M335,8M,1h 20m,09:15 | MAI | RGN Yangon | 8M335 | 1h 20m | DETAILS,2026-02-02T08:37:50.126112
2026-05-10,BKK,arrival,09:15,CDG Paris,AF198,AF,11h 10m,09:15 | Air France | CDG Paris | AF198 | 11h 10m | DETAILS,2026-02-02T08:37:50.226728
2026-05-10,BKK,arrival,09:15,NST Nakhon Si Thammarat,VZ331,VZ,1h 15m,09:15 | Vietjet Thailand | NST Nakhon Si Thammarat | VZ331 | 1h 15m | DETAILS,2026-02-02T08:37:50.327228
2026-05-10,BKK,arrival,09:20,BAH Bahrain,GF152,GF,6h 35m,09:20 | Gulf Air | BAH Bahrain | GF152 | 6h 35m | DETAILS,2026-02-02T08:37:50.425428
2026-05-10,BKK,arrival,09:20,HKT Phuket,PG270,PG,1h 35m,09:20 | Bangkok Airways | HKT Phuket | PG270 | 1h 35m | DETAILS,2026-02-02T08:37:50.557844
2026-05-10,BKK,arrival,09:25,KKC Khon Kaen,TG41,TG,1h 0m,09:25 | Thai Airways | KKC Khon Kaen | TG41 | 1h 0m | DETAILS,2026-02-02T08:37:50.695718
2026-05-10,BKK,arrival,09:30,KTI Phnom Penh,K6722,K6,1h 10m,09:30 | Air Cambodia | KTI Phnom Penh | K6722 | 1h 10m | DETAILS,2026-02-02T08:37:50.844760
2026-05-10,BKK,arrival,09:35,MFM Macau,NX996,NX,2h 55m,09:35 | Air Macau | MFM Macau | NX996 | 2h 55m | DETAILS,2026-02-02T08:37:50.993715
2026-05-10,BKK,arrival,09:35,SIN Singapore,TG402,TG,2h 20m,09:35 | Thai Airways | SIN Singapore | TG402 | 2h 20m | DETAILS,2026-02-02T08:37:51.096392
2026-05-10,BKK,arrival,09:35,UTH Udon Thani,TG3,TG,1h 5m,09:35 | Thai Airways | UTH Udon Thani | TG3 | 1h 5m | DETAILS,2026-02-02T08:37:51.192787
2026-05-10,BKK,arrival,09:40,LPQ Luang Prabang,QV633,QV,2h 0m,09:40 | Lao Airlines | LPQ Luang Prabang | QV633 | 2h 0m | DETAILS,2026-02-02T08:37:51.288265
2026-05-10,BKK,arrival,09:40,HKG Hong Kong,TG603,TG,2h 45m,09:40 | Thai Airways | HKG Hong Kong | TG603 | 2h 45m | DETAILS,2026-02-02T08:37:51.386881
2026-05-10,BKK,arrival,09:45,USM Koh Samui,PG106,PG,1h 15m,09:45 | Bangkok Airways | USM Koh Samui | PG106 | 1h 15m | DETAILS,2026-02-02T08:37:51.482603
2026-05-10,BKK,arrival,09:45,UBP Ubon Ratchathani,TG21,TG,1h 5m,09:45 | Thai Airways | UBP Ubon Ratchathani | TG21 | 1h 5m | DETAILS,2026-02-02T08:37:51.580020
2026-05-10,BKK,arrival,09:45,KKC Khon Kaen,VZ211,VZ,1h 5m,09:45 | Vietjet Thailand | KKC Khon Kaen | VZ211 | 1h 5m | DETAILS,2026-02-02T08:37:51.674476
2026-05-10,BKK,arrival,09:50,BOM Mumbai,6E1051,6E,4h 25m,09:50 | IndiGo | BOM Mumbai | 6E1051 | 4h 25m | DETAILS,2026-02-02T08:37:51.769755
2026-05-10,BKK,arrival,09:50,VIE Vienna,BR62,BR,9h 55m,09:50 | EVA Air | VIE Vienna | BR62 | 9h 55m | DETAILS,2026-02-02T08:37:51.865838
2026-05-10,BKK,arrival,09:50,TPE Taipei,CI833,CI,3h 50m,09:50 | China Airlines | TPE Taipei | CI833 | 3h 50m | DETAILS,2026-02-02T08:37:51.961742
2026-05-10,BKK,arrival,09:50,UTH Udon Thani,FD4351,FD,1h 10m,09:50 | Thai AirAsia | UTH Udon Thani | FD4351 | 1h 10m | DETAILS,2026-02-02T08:37:52.061778
2026-05-10,BKK,arrival,09:50,NNG Nanning,GX8909,GX,2h 20m,09:50 | GX Airlines | NNG Nanning | GX8909 | 2h 20m | DETAILS,2026-02-02T08:37:52.165244
2026-05-10,BKK,arrival,09:55,HKG Hong Kong,UO704,UO,3h 5m,09:55 | HK Express | HKG Hong Kong | UO704 | 3h 5m | DETAILS,2026-02-02T08:37:52.300385
2026-05-10,BKK,arrival,09:55,CEI Chiang Rai,VZ131,VZ,1h 25m,09:55 | Vietjet Thailand | CEI Chiang Rai | VZ131 | 1h 25m | DETAILS,2026-02-02T08:37:52.440112
2026-05-10,BKK,arrival,09:55,CNX Chiang Mai,VZ101,VZ,1h 20m,09:55 | Vietjet Thailand | CNX Chiang Mai | VZ101 | 1h 20m | DETAILS,2026-02-02T08:37:52.580234
2026-05-10,BKK,arrival,10:00,MNL Manila,5J929,5J,3h 40m,10:00 | Cebu Pacific | MNL Manila | 5J929 | 3h 40m | DETAILS,2026-02-02T08:37:52.727746
2026-05-10,BKK,arrival,10:00,CEI Chiang Rai,FD4151,FD,1h 20m,10:00 | Thai AirAsia | CEI Chiang Rai | FD4151 | 1h 20m | DETAILS,2026-02-02T08:37:52.825073
2026-05-10,BKK,arrival,10:00,KBV Krabi,FD4403,FD,1h 25m,10:00 | Thai AirAsia | KBV Krabi | FD4403 | 1h 25m | DETAILS,2026-02-02T08:37:52.928218
2026-05-10,BKK,arrival,10:05,HAK Haikou,HU7939,HU,2h 25m,10:05 | Hainan Airlines | HAK Haikou | HU7939 | 2h 25m | DETAILS,2026-02-02T08:37:53.029015
2026-05-10,BKK,arrival,10:05,AMS Amsterdam,KL843,KL,11h 5m,10:05 | KLM | AMS Amsterdam | KL843 | 11h 5m | DETAILS,2026-02-02T08:37:53.129461
2026-05-10,BKK,arrival,10:10,CAN Guangzhou,CZ357,CZ,3h 5m,10:10 | China Southern | CAN Guangzhou | CZ357 | 3h 5m | DETAILS,2026-02-02T08:37:53.228461
2026-05-10,BKK,arrival,10:10,THS Sukhothai,PG212,PG,1h 20m,10:10 | Bangkok Airways | THS Sukhothai | PG212 | 1h 20m | DETAILS,2026-02-02T08:37:53.327927
2026-05-10,BKK,arrival,10:15,KUL Kuala Lumpur,MH784,MH,2h 15m,10:15 | Malaysia Airlines | KUL Kuala Lumpur | MH784 | 2h 15m | DETAILS,2026-02-02T08:37:53.427305
2026-05-10,BKK,arrival,10:15,SGN Ho Chi Minh City,VN601,VN,1h 35m,10:15 | Vietnam Airlines | SGN Ho Chi Minh City | VN601 | 1h 35m | DETAILS,2026-02-02T08:37:53.528125
2026-05-10,BKK,arrival,10:20,MDL Mandalay,8M337,8M,1h 50m,10:20 | MAI | MDL Mandalay | 8M337 | 1h 50m | DETAILS,2026-02-02T08:37:53.630202
2026-05-10,BKK,arrival,10:20,HDY Hat Yai,TG260,TG,1h 35m,10:20 | Thai Airways | HDY Hat Yai | TG260 | 1h 35m | DETAILS,2026-02-02T08:37:53.728312
2026-05-10,BKK,arrival,10:25,HKT Phuket,VZ315,VZ,1h 30m,10:25 | Vietjet Thailand | HKT Phuket | VZ315 | 1h 30m | DETAILS,2026-02-02T08:37:53.826803
2026-05-10,BKK,arrival,10:25,KBV Krabi,VZ341,VZ,1h 25m,10:25 | Vietjet Thailand | KBV Krabi | VZ341 | 1h 25m | DETAILS,2026-02-02T08:37:53.925034
2026-05-10,BKK,arrival,10:25,LGW London,Z0791,Z0,11h 15m,10:25 | Norse Atlantic UK | LGW London | Z0791 | 11h 15m | DETAILS,2026-02-02T08:37:54.057777
2026-05-10,BKK,arrival,10:30,SHJ Sharjah,G9823,G9,6h 15m,10:30 | Air Arabia | SHJ Sharjah | G9823 | 6h 15m | DETAILS,2026-02-02T08:37:54.198853
2026-05-10,BKK,arrival,10:30,KTI Phnom Penh,KR701,KR,1h 15m,10:30 | Cambodia Airways | KTI Phnom Penh | KR701 | 1h 15m | DETAILS,2026-02-02T08:37:54.340185
2026-05-10,BKK,arrival,10:30,USM Koh Samui,PG108,PG,1h 30m,10:30 | Bangkok Airways | USM Koh Samui | PG108 | 1h 30m | DETAILS,2026-02-02T08:37:54.499368
2026-05-10,BKK,arrival,10:35,KWI Kuwait,KU411,KU,6h 40m,10:35 | Kuwait Airways | KWI Kuwait | KU411 | 6h 40m | DETAILS,2026-02-02T08:37:54.598706
2026-05-10,BKK,arrival,10:35,USM Koh Samui,PG122,PG,1h 15m,10:35 | Bangkok Airways | USM Koh Samui | PG122 | 1h 15m | DETAILS,2026-02-02T08:37:54.696539
2026-05-10,BKK,arrival,10:35,TPE Taipei,TG637,TG,3h 55m,10:35 | Thai Airways | TPE Taipei | TG637 | 3h 55m | DETAILS,2026-02-02T08:37:54.796566
2026-05-10,BKK,arrival,10:40,CKG Chongqing,HU423,HU,3h 35m,10:40 | Hainan Airlines | CKG Chongqing | HU423 | 3h 35m | DETAILS,2026-02-02T08:37:54.894524
2026-05-10,BKK,arrival,10:40,ARN Stockholm,N0191,N0,10h 55m,10:40 | Norse | ARN Stockholm | N0191 | 10h 55m | DETAILS,2026-02-02T08:37:54.990719
2026-05-10,BKK,arrival,10:40,TDX Trat,PG302,PG,1h 0m,10:40 | Bangkok Airways | TDX Trat | PG302 | 1h 0m | DETAILS,2026-02-02T08:37:55.095071
2026-05-10,BKK,arrival,10:40,HDY Hat Yai,VZ321,VZ,1h 30m,10:40 | Vietjet Thailand | HDY Hat Yai | VZ321 | 1h 30m | DETAILS,2026-02-02T08:37:55.195600
2026-05-10,BKK,arrival,10:45,PVG Shanghai,9C8891,9C,4h 50m,10:45 | Spring Airlines | PVG Shanghai | 9C8891 | 4h 50m | DETAILS,2026-02-02T08:37:55.296392
2026-05-10,BKK,arrival,10:45,URT Surat Thani,FD4213,FD,1h 15m,10:45 | Thai AirAsia | URT Surat Thani | FD4213 | 1h 15m | DETAILS,2026-02-02T08:37:55.395704
2026-05-10,BKK,arrival,10:45,ZRH Zurich,LX180,LX,10h 45m,10:45 | SWISS | ZRH Zurich | LX180 | 10h 45m | DETAILS,2026-02-02T08:37:55.496383
2026-05-10,BKK,arrival,10:45,SGN Ho Chi Minh City,VJ801,VJ,1h 30m,10:45 | VietJet | SGN Ho Chi Minh City | VJ801 | 1h 30m | DETAILS,2026-02-02T08:37:55.596989
2026-05-10,BKK,arrival,10:50,CNX Chiang Mai,TG103,TG,1h 25m,10:50 | Thai Airways | CNX Chiang Mai | TG103 | 1h 25m | DETAILS,2026-02-02T08:37:55.700469
2026-05-10,BKK,arrival,10:50,KBV Krabi,TG242,TG,1h 25m,10:50 | Thai Airways | KBV Krabi | TG242 | 1h 25m | DETAILS,2026-02-02T08:37:55.835010
2026-05-10,BKK,arrival,10:50,SIN Singapore,TR606,TR,2h 30m,10:50 | Scoot | SIN Singapore | TR606 | 2h 30m | DETAILS,2026-02-02T08:37:55.973931
2026-05-10,BKK,arrival,10:55,SAI Siem Reap,TG589,TG,1h 5m,10:55 | Thai Airways | SAI Siem Reap | TG589 | 1h 5m | DETAILS,2026-02-02T08:37:56.121888
2026-05-10,BKK,arrival,11:00,CAN Guangzhou,9C7419,9C,3h 0m,11:00 | Spring Airlines | CAN Guangzhou | 9C7419 | 3h 0m | DETAILS,2026-02-02T08:37:56.269825
2026-05-10,BKK,arrival,11:00,KBV Krabi,PG262,PG,1h 25m,11:00 | Bangkok Airways | KBV Krabi | PG262 | 1h 25m | DETAILS,2026-02-02T08:37:56.371182
2026-05-10,BKK,arrival,11:00,SIN Singapore,SQ708,SQ,2h 45m,11:00 | Singapore Airlines | SIN Singapore | SQ708 | 2h 45m | DETAILS,2026-02-02T08:37:56.471962
2026-05-10,BKK,arrival,11:05,KTI Phnom Penh,TG587,TG,1h 20m,11:05 | Thai Airways | KTI Phnom Penh | TG587 | 1h 20m | DETAILS,2026-02-02T08:37:56.573213
2026-05-10,BKK,arrival,11:10,TPE Taipei,BR67,BR,4h 5m,11:10 | EVA Air | TPE Taipei | BR67 | 4h 5m | DETAILS,2026-02-02T08:37:56.677060
2026-05-10,BKK,arrival,11:10,SZX Shenzhen,CZ8075,CZ,3h 10m,11:10 | China Southern | SZX Shenzhen | CZ8075 | 3h 10m | DETAILS,2026-02-02T08:37:56.778325
2026-05-10,BKK,arrival,11:10,IKT Irkutsk,S76307,S7,6h 20m,11:10 | S7 Airlines | IKT Irkutsk | S76307 | 6h 20m | DETAILS,2026-02-02T08:37:56.878517
2026-05-10,BKK,arrival,11:10,SZX Shenzhen,ZH309,ZH,3h 0m,11:10 | Shenzhen Airlines | SZX Shenzhen | ZH309 | 3h 0m | DETAILS,2026-02-02T08:37:56.976551
2026-05-10,BKK,arrival,11:15,HKG Hong Kong,CX717,CX,3h 5m,11:15 | Cathay Pacific | HKG Hong Kong | CX717 | 3h 5m | DETAILS,2026-02-02T08:37:57.078858
2026-05-10,BKK,arrival,11:15,XMN Xiamen,MF853,MF,3h 35m,11:15 | XiamenAir | XMN Xiamen | MF853 | 3h 35m | DETAILS,2026-02-02T08:37:57.178409
2026-05-10,BKK,arrival,11:15,ICN Seoul,OZ743,OZ,6h 5m,11:15 | Asiana | ICN Seoul | OZ743 | 6h 5m | DETAILS,2026-02-02T08:37:57.279732
